,Cw*0102,Cw*0103,Cw*0201,Cw*0202,Cw*0210,Cw*0302,Cw*0303,Cw*0304,Cw*0307,Cw*0309,Cw*0401,Cw*0403,Cw*0404,Cw*0501,Cw*0505,Cw*0602,Cw*0701,Cw*0702,Cw*0704,Cw*0705,Cw*0707,Cw*0708,Cw*0709,Cw*0721,Cw*0801,Cw*0802,Cw*0803,Cw*0804,Cw*1202,Cw*1203,Cw*1204,Cw*1205,Cw*1402,Cw*1403,Cw*1502,Cw*1503,Cw*1504,Cw*1505,Cw*1506,Cw*1507,Cw*1508,Cw*1509,Cw*1601,Cw*1602,Cw*1604,Cw*1700,Cw*1800,Cw*3031
A*01, 0.29702359535380257,0.044499384994574009,-0.20411337893889225,-0.093870306085087452,-0.90486269932971697, 0.21915128581345161, 0.24246810800151211,-0.30849322752675284,-0.25175412618054088,-0.18833707689868251, 0.12472098319358349,-0.19111146785404282,-0.18686156478291199,0.042634142609367209,-0.18434004567911591,  1.4164579507850716,  1.5736068505739751, 0.29162332612796216,-0.32449183642304452,-0.18346497116107871, 0.54100169591948422,-0.13807413454682627, 0.49720581902954175, 0.50190499216384954,0.026744854544570776,-0.76789470592317655,-0.10662539676932505,-0.24578228542562497,  1.1273976581979348,0.031476850956577866,-0.24051539740420202,-0.16381163864899351,  0.0256580496220685, 0.12580289041206585,-0.069099212493646658,-0.28250144598144694,0.030846861599454149,-0.60042628476714965,-0.29106720728223012,-0.18830943431950073, -0.1652820737670303,-0.19266110286159238, 0.22944906346566524,0.023491540680718247,-0.44947158126360581, 0.17377664179721619,-0.47521941496608072,-0.18850052856211003
A*02, 0.41811438574213511, 0.48397653257201328, 0.17269049911907233, 0.52121151376151209, -1.2490240666340535,-0.55341441228214827,  1.0594234055294216,  1.1888309783729063,-0.40275724658906836, 0.13761775715162994, 0.14881930834825288,-0.47913835687759843,-0.37702035038997589,  1.3651251338908643,-0.40243506860339551, 0.20560147346719901, 0.56487482504281528, 0.72582272477288723, 0.53954428527960729,-0.41864001600851003,-0.46243340794706506,-0.56205536810762036,-0.46388679414512402,-0.46311136287120308, 0.05590772870230195, 0.44210292766530757, 0.12086093532334431, -0.5889798845890154,-0.89081755178208233, 0.13982681291291246,-0.41604818160094786,-0.46483323707131013,  0.5950103822911712, 0.38507175402039773,0.0027199293246811282,-0.50229685105759736, 0.32217709183967291,-0.35835872611568742, 0.41552535470375596,-0.36743293281422884, 0.12008744605390233, 0.42789658321675494, 0.15098222550352183, 0.31186693586796371,-0.45402782141232628,-0.0058182337965348527,-0.78510611245795414,-0.35405294732257414
A*03, 0.26657467191067252,-0.45289388778326223,-0.23365187046317765, 0.44501761329595996,-0.56552179642131561, 0.33521751621897872, 0.37350573962944361, 0.83633005931101156,-0.31307995594938964,-0.24315986489090988, 0.21469351906780132,-0.25205034648810254,-0.26041905507153701, 0.36936025286977681,-0.25682173687641513,0.050943413485601385, 0.28904514776449408,  1.2846426219580009, 0.94588234911418678, 0.45173590836762451, -0.2352406683989004, 0.29606316617825357,-0.24542011188133617,-0.24507023243033163,-0.52075910328905906,-0.46755553848736531,-0.23534965879631742,-0.21188734700354081, 0.33927397351284938,-0.24347609512667745,-0.31128030318574762, 0.47180229191754386,0.050364311613027769,-0.45279550843137778,0.040310063253272889,-0.37519817971083197,-0.71303889117078145, -1.0367544194344755,-0.44671883154418335,-0.26219762920031742,-0.24733184580054565,-0.23336263918796868, 0.20892003550536864, 0.19536742150824821, 0.82823606924313331,-0.17874579962132647,  1.1910966045055353,-0.24460143358563693
A*07, -0.0035723295076504,-0.00023679842631652413,-0.00014596431666098202,-0.0047917919965600629,-0.00039675930330744893,-0.00039572347922629055,-0.002859677229794745,-0.0047169306271006087,-0.00018943826191836617,-0.00014045505273947541,-0.0052796349089877809,-0.00016210521782861784,-0.00015018528346951102,-0.0087047998329729311,-0.00014424308091465113,-0.0026949473690466501,-0.027627308636571455, 0.12294632412689017,-0.0021691042440632894,-0.00015263905601745173,-0.00015404004672390351,-0.00072520795856946204,-0.00015425288146406365,-0.0001552585133525175,-0.00043352630935024355,-0.001237913345044789,-0.00015053907296423959,-0.00021177574775151377,-0.00053159516249175448,-0.011761398169692698,-0.00020439956860227086,-0.00014783302502799356,-0.00052400738172079316,-0.00024160216754451369,-0.0042304275315418072,-0.0002355915136278195,-0.00029613287539336284,-0.043967661533389886,-0.00018375526725298154,-0.00014723009845220942,-0.00013767273693769187,-0.00014672828327634324,0.011061848824188944,-0.00053445037536992731,-0.00056633655598654941,-0.001749393858622311,-0.00049467981867815666,-0.00015392732110213706
A*11, 0.56178178244495836,-0.27828645667881796,-0.12405973981270166,0.067275742493882851, -0.5552317748273129,-0.48026072441326184,  1.2902967799886338, 0.43500237911758421,-0.16978968672938391,-0.12505347070689052,  1.0412639083993698,-0.13457204937261247,-0.13468492376494323, 0.66575567779688105,-0.14755622831436754,-0.098928399307415482, 0.58534615291059511,  0.5162616949370612,  0.2516035339357463, -0.1288715148730111,-0.13076524378124257, 0.52538253853313155,-0.13128248209206683, -0.1309933962437175,-0.062229597742317337, 0.27851676895250888, -0.1240873059018776,-0.17546866809741798, 0.88751699002104378,-0.18208696235983859,-0.16879765297652516,-0.13637001536005697,-0.60157408891429109,-0.23969504514203568, 0.82382274348157281,-0.21670752236865781, -0.4959497399830739,-0.97879624663883014,-0.31327906889260015,-0.15092172800640558,-0.14121353553960972,-0.17829982674647674, 0.77618382438075773,-0.64470589353577623,-0.53962620024721808,-0.32356794137166833, -0.1270921514508575,-0.13520523520045438
A*20,-0.0020873460547169652,-0.00018935631116082029,-0.00027754989148943716,-0.0020391412066805342,-0.00033308282991643999,-0.00032945475984405564,-0.00079789526259471753,-0.0038220347056376397,-0.00015789099378700727,-0.00010817596230403417,-0.0015781224072532473,-0.0001242245235803303,-0.00011490106735780564,-0.0046678745590016633,-0.00011009727735346271,-0.0012944087855699894,0.063947370053876462,-0.032611413289450067,-0.00050916403175783637,-0.00011960550115165674,-0.0002764957500564168,-0.00013963369171192714,-0.00027804531052936555,-0.00027660357689871515,-0.00072927897695143,-0.00068799731905674693,-0.00011639372399284627,-0.00016566303487103063,-0.00044726704259742602,-0.0018256502684036227,-0.00015759985158054674,-0.00011755206077503293,-0.00049946941864942339,-0.00017215601786923487,-0.00096456179222209409,-0.00017194055253575891,-0.00024807820979140462,-0.0011950768843262635,-0.00014633510730797188,-0.00011261077536663312,-0.00010584491711355636,-0.00011459002623115676,-0.001321211024359189,-0.00046345770329573628,-0.00028686355033376564,-0.0012951010372820391,-0.00024225123379419399,-0.00011790177536514594
A*23,-0.066369549366205302,-0.084402049183465458,-0.036996591983609231,-0.67399467680062253,  1.0155525773282501,-0.19053201599394309,-0.40699445134529477,  0.4940780102054616,-0.049853329480031454,-0.037523436146205937,  2.7230377243203794,-0.04141516509427564,-0.037995436977542284, -1.6571049516707392,-0.036948784012205527, 0.61822707761205964,  1.3218414727298651,-0.12939773862582066,-0.71217372645829524,-0.043299567540910057,-0.039097736060227768,-0.055282561677548581,-0.039276394576154533,-0.039196432519459957,0.0014999696768854631,-0.11359361668885951,-0.038124543416152269,-0.054458278019475725,0.085006409317741616,-0.79945973189874975,-0.059948161300681799,-0.038265696617005331, 0.16476504223601557,-0.15924783065384016,  1.0455776660336311,-0.07190153216684976,-0.075324402170012406,  1.0904321416597225,-0.047181439297590812,-0.037781345161762944,-0.035262012120389666,-0.037538611454862258, -1.5993559536355488,-0.30763958766844118,-0.63073630531070501,0.051403858001632011, -0.0874649467465453,-0.040283359281616749
A*24,0.019377675670896211,-0.10011314451748769,-0.23025769745625765, 0.43967172584097286,-0.73697621984689032, 0.09991262799838406,  1.2072872978660887,-0.076121902992318732,-0.32153744860727113,-0.24486452096807015,-0.37966285001565342,-0.25199348204950633, 0.38632537470544071, 0.25904410442004866, 0.38802757620475681,-0.29631422809131164, 0.11643051931869643,  1.2589837212417294,-0.28859895948509184,-0.24000233663938611,-0.24105324413503382,-0.28653518578197523, -0.2419474420271826,-0.18769643159589702,   0.735725004311931, -1.4669059913224489,-0.23562350665955589,-0.30347866695185005,0.0022826843842647633, 0.13386143917957405,-0.31085788040374901,-0.25621670516222045,-0.54513070671727082,-0.45548043345243622, 0.34061821597605763, 0.28806934737802459,  1.0729985763948013, 0.39309419734067197,0.041159043668412804,-0.25601561239081622,-0.24145661823776651,-0.28234488553863463,-0.29978412636878543, 0.25205110712789563,  1.5088450570795016, -0.6685849150322698, 0.10885647223412502, 0.39293337410486961
A*25, 0.24004795470420326,-0.10458616755157946,-0.051026782671214743, 0.37249179070509053,-0.29956205502024108,-0.60886672070851278, 0.79050071524696564, 0.23582624223436696,-0.064502481377591042,-0.04641435840182255,-0.49657302004486825,-0.049487103419093875,-0.046104631777751724,  0.5161594363351828, -0.0495879474857664,-0.11665561465915329,-0.34888878509090576,  0.2958123252009579,0.033920630189871161,-0.047331698709251663,-0.053345118344977703,-0.059603871888176632,-0.053582938101544728,-0.053426919282914126, -0.1340841911903605,0.016265130410561542,-0.045911866782756834,-0.066574356591302244,-0.083136979521469395,   2.572602800979745, 0.63024923653439102,-0.05671707612983664,0.037069568960568858,-0.11161112552397681,-0.62580490612079032,-0.073331030849522694,-0.17358030721758397,  -0.490498752659972,-0.093109635749071246,-0.050827316413374818,-0.04742707417819586,-0.056473024600752618,-0.75174689720613441,-0.096774602572129234, 0.18603552448135827,-0.25706300553156602,-0.11447292618965171,-0.048290066419449558
A*26, 0.70785533578408499,-0.23175091693744998,-0.10054278107227808,-0.56937823793600917,-0.45861186299307372, 0.51423727380303386, 0.31864345008487194,  0.4492333392633846,-0.13440835498876763,-0.10122497821334056,-0.64209488085551603,-0.10953320865668312,-0.10947653430386246,-0.66561052191245451,-0.10695293678701621, 0.63802183252075739, 0.18709450425575969,-0.0016448411566052277, -1.1919674435870875,-0.10693770066916211,-0.10571292622240185,-0.13069497418374729,-0.10618050503781452,-0.10591097047392654,-0.27360271344072379, 0.64673065201171775,-0.10176873865583527,-0.14703421366404501, 0.49930283614122128, 0.48764846629505926, 0.63694875354601455,-0.10540891337708705, 0.72695401403796323, 0.46937499940273786,-0.27008170809490234,-0.17790297384943821, 0.29444946827043628,-0.41372407699540659, 0.37642065085835447,-0.10941244913243774,-0.10257996822532382,-0.11887444340861292,-0.27599930024617331,0.027548279315337963,-0.10206220181456803, 0.52144758777564559,-0.21147098423415878,-0.11335418224048265
