,Cw*0102,Cw*0202,Cw*0210,Cw*0302,Cw*0303,Cw*0304,Cw*0401,Cw*0404,Cw*0501,Cw*0602,Cw*0701,Cw*0702,Cw*0704,Cw*0801,Cw*0802,Cw*0803,Cw*1202,Cw*1203,Cw*1402,Cw*1502,Cw*1505,Cw*1601,Cw*1700,Cw*1800
A*01, 0.30600444565445323,-0.32318839298512825,-0.12343377102846738,-0.13075709831987878,-0.26648208074227142, 0.22121501630147611,-0.33137830316571804, -0.3287564957622679, -0.2356461867865314, 0.92279411519250398,  1.1137838474082082,-0.32603602791805836,-0.20340353688198456,-0.37334980251564159,-0.23777825727295052,-0.15636034777855184,-0.19168139332665171,-0.095322174246308608, 0.64709137538067119, 0.24287496206586137, 0.66243553363501395,-0.17216855705590695,  -0.487425944687646,-0.13303092516422518
A*02,-0.18358797883807731, 0.44512328233303677, 0.12345560750433775, -0.4676963330223618, 0.73358839166957868,  1.1783553040722048,-0.65039647798194788, 0.24140114417249137, 0.99583396419006442,-0.0094698151731762489, 0.70553905283004814, 0.47843298839897674, 0.38115906482534034, 0.29953733963311679,-0.59986174919228652, 0.13786341155915899,-0.070074765277713502, -1.0114274406880306,-0.86144197424808833,-0.18888284259638255,-0.42188615488225745,-0.32905006256050567,-0.45132239454495537, -0.4751915621825672
A*03,-0.44625453216863081, 0.63459422597090387,-0.11988375007922414,-0.12942367613043049,-0.35791074482714275,-0.34878925918872544, 0.72817872368850223,-0.30622799835788023,-0.0036217627730984374,-0.61064742285808271,-0.37443687475585336, 0.28391984239368168, 0.38614954211582697,-0.18807036123233345, 0.23672940708469253,-0.13854365615906789, 0.38280077614320251, 0.65563525998337546,-0.29433523594982747,-0.28407320507611522,-0.14645898227285406,0.097136815116464895, 0.43158912783793918,-0.088056258505322962
A*11, 0.20348961613168107,-0.27525907894568047,-0.08088758254009723,-0.086087325947573359,-0.26792438298376758,-0.15775257077067448, 0.49103689677483092,-0.18318246173247213,-0.45680402201941828,-0.25218379699313898, -0.4365772113332676,-0.35981912997230231,-0.16891039745171477, 0.47131620767511861,-0.18205486621111924, -0.1461284472172158, 0.90297800569541775, 0.77225742072960302, -0.1944149662371224,-0.14467618509395719,-0.089711034387628272, -0.3596460914978295,  1.0874470788613282,-0.08650567453300062
A*23, -0.5531220989104203,-0.16453797497298042,-0.060715638669429993,-0.066929521027780214,-0.27320762665283599,-0.20995297212889705,  1.1311515660462312, -0.1133733183019268, -0.6207301433459762, 0.38981011148937417,-0.23995628990593934,-0.088981930198808137,-0.20891795675050895,-0.10253088014172826,-0.09970222114415199,-0.059428300729714112,-0.075405335625591527,-0.15299192394375513,  1.7866523120180664,-0.13892970047591707,-0.054307188540372371,-0.41426608043679353, 0.45585312646020248,-0.065480014110347609
A*24,  1.3340783903677678,-0.0028373739727329751,-0.21589206712742501,-0.29842607771001672,  0.1173360879243112,   1.521069850285004, 0.18931968235674154,-0.016620169493967593,-0.014626859294996542,  0.5894014341495083, 0.26677389895696096,-0.12534429243136572,-0.44387212326291864,  0.2734158056494978,-0.12919303482814823,-0.33828838560790681, -0.4293004105598634,-0.44095893880190273,-0.73762092055265183,-0.18755064633503607,-0.28048780108747573,  0.2871761242472744,-0.61987740656679735,-0.29767476630386402
A*25,-0.14125226050958914,-0.072914781174647864,-0.039292869720614576,-0.041936566547867114,-0.12062251613760594,-0.13519642825277309,  0.3394324420165632,-0.078891205180667737,-0.54924672230031357, 0.36717937016714791,-0.23182568521627461,-0.19671729943063379,-0.096279539439211387,-0.099540797523410066,-0.089761090252604994,-0.051627334255588415,-0.066286737068457863,  1.4953572648203508,-0.086808681618877254,-0.13829056977834456,-0.04373844475014977,-0.21716274072620215, 0.33724021901073137,-0.041817026130959313
A*26,-0.28226114256281087, 0.67982956086080615,-0.053475297681838438,-0.056963071181248569, 0.62624183327993355,-0.15914365539931088,-0.40201832515768088,-0.10973266951523988,0.076527762332120247,-0.22854233010974065,-0.62719628666887728, 0.40246747146283995,-0.13893279347634818,-0.12884953963196907,-0.34342010235355108,-0.069615121576941108,-0.089243596975970493,  1.1094452077224062,-0.11626698823901302, 0.51863910217469078,-0.059487276853741375,-0.31929450802029746,-0.17109012202485968,-0.057618110403358284
A*29, 0.24714564364107638,-0.03425964547763069,-0.043284534005483703,-0.04596537020279623,-0.097823039450107591,-0.31862104762553833,-0.021448251654422868,-0.075586587137118008,-0.098173290360553264, 0.18825425203556231,-0.22082566599953207,0.010327507297030343, -0.1543126200383616,-0.14072476649201288,-0.091850362590899584,-0.05504106352215709,-0.070068574149921181,-0.15169909723637781,-0.19343447245612133,-0.028194660946944911,-0.051816369517150247,  1.6241509492626081,-0.13005043081468784,-0.046698502558459851
A*30,-0.80072178188664567, 0.22674836389855241,-0.13061232731943268,-0.14090543937038957, 0.10436994916139769,-0.40964848468674897,-0.67829513769965588,-0.26946385250064064,  1.0021643334335155, 0.52038012412125745, 0.57450876943417517,-0.027573691825654039, -0.2477929029748015,-0.30971831962935992, 0.22385205927445176,-0.14600974297645467,-0.27147308610602161,-0.55745160155806628,  0.5518650742202853,-0.17573874758172514,-0.12740804882059092,-0.30314131165415248, 0.74419291577530022, 0.64787288727140557
A*31,   1.300488911084688,-0.19500151432651186,-0.12866808135348487,-0.13734876068240848, 0.60096637297958677,-0.74232434250974721,  0.2954724007786198,-0.27056547444081924,-0.10419489589469794,-0.43112016023779931,-0.47716304239038609,-0.084656604729355781,-0.24357027919379756, 0.29382169691838783, 0.52747567747714252,  0.5010988783136805,-0.18247322244730305,-0.44143607986386751,-0.53433624590400031, 0.90949813318115935,-0.13261411354494598, 0.13872442163539836,-0.32403412923466535,-0.13803954561487325
A*32,-0.085274295706475142, -0.5132819488397129,-0.036241053680327581,-0.039652459155003157,-0.11659032376227454,-0.080514823393274385, 0.23711394043250597, 0.56992818982592119, 0.43174258115554087,-0.12377807069319756,-0.17315155247505076,-0.025093045582759238,-0.14598596596544242,-0.070650539044416844,-0.09537495486329714,-0.03871004559868408,-0.048881441655558452,-0.099019910341015843,-0.11199436972458758,-0.086015922196195957,-0.03588696261955255, 0.81524382847673227,-0.088601203717020086,-0.039329650876854139
